Polytechnic,Year,School,Course_name,Course_code,Course_description,reference,elr2b2_type,elr2b2,planned_intake
TP,2020,School of Applied Science,"Diploma in Food, Nutrition & Culinary Science",T26,"What aspects of food really intrigue you? Experimenting with time-honoured recipes of our heritage cuisine to give them an updated healthy makeover? Exploring factors affecting the sensory characteristics of food such as wok hei? The health-promoting, disease-preventing nutrients and non-nutrient compounds? How do food manufacturers produce items with such high quality and consistency time after time?When you undertake this course, you will have opportunities to explore all the areas above....and MORE! With a strong emphasis on hands-on experience to ground you in basic culinary, lab and nutrition assessment skills, to embracing new technologies in our food processing facilities, innovative pedagogies such as problem-based learning and the flipped classroom approach, and industry internships, you are in for some powerful learning! When you graduate, your industry-ready skills will give you a strong edge for careers in nutrition and the food industries.",https://www.tp.edu.sg/schools/asc/food-nutrition-and-culinary-science,,,
TP,2020,School of Applied Science,Diploma in Pharmaceutical Science,T25,"Do you have a passion to safeguard health by making quality drugs and imparting knowledge on the safe use of medicines? If so, this course is for you! You will learn about the effects of medicines on the human body and how they work to cure diseases, and acquire the knowledge and skills required to design, analyse, manufacture and market new therapies.With a rapidly growing ageing population and higher incidence of lifestyle-related illnesses such as Type 2 diabetes and heart diseases, there an increase demand for healthcare services, pharmaceutical and biologic drugs. In addition, with new hospitals, polyclinics and nursing homes in the pipeline, there will also be an unprecedented need for pharmacy technicians and pharmacists in Singapore to work in this industry.This course will build your foundation in chemistry and biology, and equip you with the knowledge and core skills in pharmacy practice, pharmaceutical and biopharmaceutical technologies and analysis. You will learn specialised subjects related to drug action on diseases, medicine legislation and patient counselling to prepare you for work in pharmacies. You will also learn about pharmaceutical manufacturing and bioprocessing technologies and good manufacturing practice. In your third year of study, you can choose to specialize either in the Pharmacy Practice or Pharmaceuticals and Biologics elective cluster, where you will deepen your knowledge in these areas and apply your skills in the relevant fields during the six-month enhanced internship programme. You will be able to take up an internship position at hospitals, retail pharmacies, pharmaceutical manufacturing industry, or QC and research laboratories in Singapore or overseas.",http://www.tp.edu.sg/schools/asc/pharmaceutical-science,,,
TP,2020,School of Design,Diploma in Digital Film & Television,T23,"The Diploma in Digital Film & Television focuses on the development of creative skills in content creation for the motion picture and television mediums. Students are trained to create content that is commercially viable and exportable, in the non-fictional areas of factual and entertainment programmes as well as in fictional films. Subjects cover creative and technical skills and knowledge that are commonly required in the pre and post-production process of video creation. Graduates will be able to conceptualize projects and develop strong stories that will resonate with viewers. The exposure to client-based projects will familiarise them with current industry practices, allowing them to fit seamlessly into production teams upon graduation.",https://www.tp.edu.sg/schools/des/digital-film-and-television,,,
TP,2020,School of Design,Diploma in Interior Architecture & Design,T22,"The Diploma in Interior Architecture & Design trains students to be versatile designers of interior spaces that adapt to people’s needs while considering location, cultural and socio-economic factors. Students are encouraged to explore contemporary social issues and constraints that affect the design of spaces. They will study global trends in lifestyle, culture, sustainability and social change and gain a more holistic perspective of design which will help them provide thoughtful, human-centric and balanced solutions to complex design problems.The course works closely with the industry through ‘live’ collaborative projects, mentorship and internship opportunities. We partner with reputable design studios and clients such as Ong & Ong, SCDA, FARM, DP Architects, DBS, Google Asia, and many more. Study trips, competitions, exchange programmes and a rigorous project-led curriculum will help shape your critical thinking skills and the technical skillsets needed for good design work, and in doing so, prepare you for a successful career in the design field.",https://www.tp.edu.sg/schools/des/interior-architecture-and-design,,,
TP,2020,School of Design,Diploma in Apparel Design & Merchandising,T20,"The Diploma in Apparel Design & Merchandising provides a holistic overview of the fashion industry, giving students broad-based knowledge and fundamental skillsets in the technical aspects of design conceptualisation, garment construction and merchandising before inviting them to specialise in either Fashion Design or Retail Merchandising. Graduates will develop a keen sense of fashion industry trends and be familiar with the business and production processes of the apparel manufacturing industry. Fundamentally strong in broad core technical skills, they also have depth of expertise in a specialized area. The practice-based curriculum ensures that graduates will fit easily into key roles in the fashion industry's production chain, from creative design conceptualisation, technical production to the front end business roles of buying, strategic marketing and branding.",https://www.tp.edu.sg/schools/des/apparel-design-and-merchandising,,,
TP,2020,School of Business,Diploma in Culinary & Catering Management,T18,"This pioneer culinary diploma is offered in collaboration with the reputed Culinary Institute of America (CIA). The course provides students with strong business fundamentals in food & beverage (F&B) before specialising in either Baking & Pastry or Culinary Arts. This prepares them for the F&B industry including hotels, independent restaurants, bars, catering companies, beverage distributors, food and ingredient suppliers and more. ",http://www.tp.edu.sg/schools/bus/culinary-and-catering-management,,,
TP,2020,School of Informatics & IT,Diploma in Financial Business Informatics,T17,"The Diploma in Financial Business Informatics (FBI) was launched to develop professionals to meet the manpower needs of the Information Technology (IT) and Financial Services Industry (FSI). Students in this course undertake a broad-based curriculum in information technology while at the same time deepening their skills in the areas of Fintech and the financial services industry. This enables students to see the link between subjects and enables them to integrate their skills to develop real applications from their first year, within the financial domain.",http://www.tp.edu.sg/schools/iit/financial-business-informatics,,,
TP,2020,School of Engineering,Diploma in Computer Engineering,T13,"The diploma aims to equip students with the knowledge and skills in computer systems, embedded systems, networking, enterprise and web-based development in order to meet the demand for graduates with hardware, software and system integration skills brought about by the rapid growth of the emerging trends such as internet of things, wireless sensor networks and cloud computing, as well as the Smart Nation Initiative in Singapore and beyond.",http://www.tp.edu.sg/schools/eng/computer-engineering,,,
TP,2020,School of Business,Diploma in Business,T10,"This course will enhance students’ competitiveness in today’s ever-changing digitalised and interconnected world through a digitally transformative and broad-based holistic curriculum which is aligned with skills competencies and knowledge across various sectorial Skills Frameworks. Students will attain a firm foundation in business, an international business outlook, cutting-edge digital skills and an entrepreneurial mind-set. Deepening of knowledge and skills will be acquired through the choice of one of four elective clusters: Banking & Finance, Digital Business Innovation, Human Resource Management with Psychology and International Business & Entrepreneurship.",http://www.tp.edu.sg/schools/bus/business,,,
TP,2020,School of Business,Diploma in Law & Management,T09,"The Diploma in Law & Management is the only law related polytechnic diploma in Singapore. With both business management subjects and law subjects, it aims to prepare students to join the legal industry as paralegals, administrators and law office managers.",http://www.tp.edu.sg/schools/bus/law-and-management,,,
TP,2020,School of Business,Diploma in Hospitality & Tourism Management,T08,"The course aims to cultivate in students a service oriented mindset and refine their skills in one of 3 tracks - Hotel & Accommodation, Travel & Tourism, or MICE & Events. Student will be equipped with industry-relevant skills and innovative qualities to meet the challenges of the dynamic hospitality and tourism sector.",http://www.tp.edu.sg/schools/bus/hospitality-and-tourism-management,,,
